350,-1.86
351,-3.66
352,-7.99
353,-6.98
354,1.06
355,-2.08
356,-6.91
357,-5.78
358,-3.77
359,1.09
360,1.06
361,-2.52
362,5.04
363,1.24
364,-2.93
365,-3.61
366,-1.79
367,-7.17
368,-1.34
369,2.52
370,-2.04
371,-6.14
372,2.82
373,-2.35
374,-3.4
375,-5.07
376,-1.71
377,-5.45
378,-5.99
379,-1.35
380,-4.19
381,-6.04
382,-8.22
383,-0.62
384,0.83
385,1.03
386,3.16
387,-2.1
388,-1.77
389,-6.65
390,-0.11
391,-6.06
392,-4.16
393,-4.87
394,-2.47
395,-3.95
396,3.84
397,-1.12
398,-1.02
399,-3.91
400,0.39
401,-1.82
402,-7.45
403,-5.65
404,-9.34
405,-5.55
406,-3.17
407,-6.13
408,-9.24
409,-2.04
410,-5.22
411,-7.03
412,-3.98
413,-6.92
414,-4.56
415,-8.4
416,-7.34
417,-5.07
418,1.65
419,-4.41
420,-1.63
421,-3.35
422,-3.07
423,-6.08
424,-2.95
425,-7.88
426,0.74
427,-2.13
428,-13.29
429,-7.98
430,-9.07
431,-3.06
432,-2.56
433,-8.67
434,-9.09
435,-20.39
436,-7.06
437,-4.21
438,-3.29
439,-8.08
440,-8.72
441,-14.6
442,-5.82
443,-7.95
444,-8.48
445,-7.96
446,-9.78
447,-11.02
448,-11.56
449,-8.59
450,-8.74
451,-9.87
452,-9.26
453,-9.44
454,-9.16
455,-5.83
456,-7.55
457,-5.06
458,-8.04
459,-7.26
460,-8.48
461,-3.81
462,-11.65
463,-5.27
464,-5.05
465,-9.45
466,-7.44
467,-19.89
468,-5.87
469,-6.26
470,-5.74
471,-15.56
472,-14.8
473,-10.41
474,-5.2
475,-11.84
476,-8.89
477,-10.12
478,-13.34
479,-16.81
480,-12.67
481,-15.4
482,-6.43
483,-9.58
484,-20.14
485,-16.08
486,-17.64
487,-9.88
488,-11.37
489,-13.15
490,-13.06
491,-14.2
492,-14.77
493,-8.77
494,-14
495,-7.13
496,-6.93
497,-12.77
498,-10.25
499,-6.79
500,-11.01
501,-9.12
502,-7.8
503,-11.57
504,-11.07
505,-10.37
506,-10.71
507,-15.42
508,-9.03
509,-8.99
510,-9.03
511,-9.3
512,-6.11
513,-15.81
514,-12.63
515,-5.64
516,-5.89
517,-7.1
518,-16.69
519,-7.94
520,-15.01
521,-9.43
522,-14.61
523,-8.99
524,-8.86
525,-9.1
526,-10.29
527,-6.63
528,-11.27
529,-9.85
530,-7.93
531,-10.64
532,-5.55
533,-9.18
534,-13.06
535,-9.23
536,-10.8
537,-14.06
538,-9.98
539,-14.81
540,-23.5
541,-39.3
542,-55.02
543,-53.5
544,-48.24
545,-42.26
546,-26.48
547,-15.22
548,-18.16
549,-11.72
550,-8.93
551,-4.24
552,-9.07
553,-5.88
554,2.93
555,2.14
556,3.04
557,-0.73
558,5.55
559,2.25
560,13.59
561,10
562,4.54
563,5.59
564,9.74
565,8.94
566,15.1
567,8.95
568,15.92
569,10.32
570,8.04
571,12.97
572,17.45
573,16.66
574,20.44
575,15.26
576,21.17
577,24.03
578,28.51
579,28.94
580,30.12
581,38.48
582,43.69
583,44.16
584,55.36
585,66.94
586,67.11
587,79
588,100.03
589,122.09
590,131.11
591,153.4
592,176.1
593,211.8
594,254.06
595,300.5
596,340.24
597,396.79
598,463.88
599,551.19
600,626.48
601,724.45
602,829.46
603,948.52
604,1073.31
605,1204.95
606,1336.1
607,1462.01
608,1580.52
609,1699.96
610,1820.18
611,1937.17
612,2026.92
613,2101.21
614,2185.42
615,2238.55
616,2313.57
617,2402.3
618,2441.39
619,2494.61
620,2508.29
621,2508.13
622,2520.32
623,2513.3
624,2576.86
625,2644.14
626,2638.33
627,2664.02
628,2691.23
629,2655.88
630,2679.9
631,2680.91
632,2703.11
633,2733.43
634,2703.4
635,2722.27
636,2715.76
637,2708.95
638,2739.98
639,2717.7
640,2726.2
641,2725.06
642,2745.74
643,2725.25
644,2736.45
645,2711.94
646,2746.21
647,2695.26
648,2712.95
649,2711.56
650,2712.13
651,2702.2
652,2714.2
653,2716.11
654,2686.9
655,2704.49
656,2664
657,2700.32
658,2610.82
659,2642.07
660,2627.69
661,2620.07
662,2621.77
663,2615.95
664,2579.65
665,2590.3
666,2551.18
667,2550.59
668,2537.42
669,2528.37
670,2533.81
671,2510.31
672,2508.86
673,2479.26
674,2493.81
675,2476.87
676,2474.37
677,2434.35
678,2453.49
679,2458.05
680,2402.47
681,2399.78
682,2410.97
683,2389.77
684,2380.95
685,2374.94
686,2355.66
687,2372.7
688,2349.46
689,2341.16
690,2329.02
691,2321.88
692,2299.82
693,2312.69
694,2288.34
695,2262.18
696,2288.24
697,2270.54
698,2252.35
699,2253.07
700,2205.79
701,2229.06
702,2221.78
703,2177.58
704,2218.93
705,2157.46
706,2209.72
707,2193.62
708,2180.21
709,2157.38
