350,-3.4
351,-7.35
352,-12.27
353,-6.38
354,-8.95
355,-7.15
356,-6.51
357,-4.93
358,-5.44
359,-5.68
360,-3.95
361,-4.9
362,-2.04
363,-6.88
364,-8.93
365,-10.16
366,-3.63
367,-10.72
368,-6.83
369,-3.75
370,-8.06
371,-10.5
372,-4.15
373,-9.46
374,-6.58
375,-8.71
376,-6.67
377,-9.43
378,-11.66
379,-10.23
380,-12.77
381,-12.02
382,-11.98
383,-8.28
384,-4.89
385,-10.28
386,-7.14
387,-10.63
388,-8.38
389,-13.6
390,-9.09
391,-10.43
392,-10.34
393,-10.55
394,-6.13
395,-7.94
396,-2.52
397,-8.28
398,-9.98
399,-7.35
400,-13.81
401,-6.81
402,-7.86
403,-12.98
404,-13.44
405,-14.28
406,-9.24
407,-6.25
408,-12.67
409,-11.63
410,-14.42
411,-12.24
412,-10.61
413,-13.59
414,-8.83
415,-10.53
416,-16.03
417,-14.12
418,-5.19
419,-8.99
420,-9.21
421,-11.98
422,-13.81
423,-14.75
424,-9.33
425,-12.85
426,-10.52
427,-12.86
428,-9.11
429,-16.72
430,-16.07
431,-10.03
432,-8.51
433,-10.03
434,-9
435,-26.21
436,-12.42
437,-13.1
438,-11.91
439,-14.28
440,-12.76
441,-10.92
442,-7.1
443,-10.14
444,-7.81
445,-9.25
446,-8.53
447,-6.84
448,-4.97
449,-4.55
450,-6.41
451,-6.8
452,-1.95
453,-3.01
454,-0.17
455,1.34
456,5.52
457,6.11
458,9.18
459,18
460,9.36
461,32.33
462,17.2
463,24.05
464,31.05
465,35.29
466,34.23
467,32.11
468,41.51
469,42.88
470,52.99
471,55.35
472,66.88
473,72.78
474,87.87
475,83.1
476,112.92
477,112.1
478,120.92
479,129.69
480,139.58
481,148.05
482,173.01
483,175.95
484,180.21
485,182.9
486,202.31
487,221.1
488,234.83
489,255.4
490,252.34
491,262.93
492,277.41
493,295.5
494,315.32
495,323.52
496,342.85
497,352.07
498,366.88
499,385.17
500,386.93
501,403.93
502,426.28
503,434.28
504,444.57
505,464.19
506,463.79
507,494.33
508,502.04
509,520.14
510,541.64
511,555.84
512,554.18
513,581.59
514,591.23
515,595.67
516,611.12
517,616.89
518,633.7
519,651.09
520,658
521,665.66
522,668.79
523,688.63
524,705.89
525,701.48
526,709.09
527,715.4
528,715.74
529,726.32
530,736.35
531,746.62
532,730.65
533,752.76
534,759.7
535,770.75
536,772.39
537,779.74
538,777.86
539,786.48
540,818.33
541,804.93
542,792.01
543,781.53
544,803.5
545,808.65
546,831.32
547,836.64
548,823.99
549,848.04
550,831.89
551,845.82
552,826.99
553,829.01
554,825.88
555,828.48
556,812.09
557,821.62
558,807.19
559,789.04
560,778.36
561,795.01
562,788.92
563,775.71
564,784.13
565,757.11
566,762.83
567,752.77
568,733.65
569,733.49
570,718.31
571,694.22
572,694.9
573,677.45
574,675.63
575,673.3
576,648.6
577,660.03
578,626.82
579,615.58
580,609.56
581,592.94
582,587.72
583,578.65
584,577.4
585,568.7
586,552.31
587,540.89
588,542.89
589,535.71
590,519.4
591,508.31
592,503.39
593,492.04
594,474.97
595,473.78
596,459.61
597,446.77
598,431.23
599,440.54
600,420.75
601,411.49
602,401.78
603,380.12
604,386.42
605,373.59
606,365.37
607,341
608,339.63
609,320.87
610,275.73
611,281.27
612,284.31
613,280.48
614,278.05
615,273.84
616,275.25
617,269.91
618,265.12
619,245.61
620,242.62
621,235.99
622,226.26
623,213.25
624,216.24
625,209.25
626,207.69
627,199.63
628,203.11
629,189.97
630,186.27
631,181.1
632,184.97
633,179.37
634,180.66
635,174.09
636,177.04
637,169.94
638,179.35
639,165.09
640,161.33
641,156.01
642,160.94
643,149.85
644,154.6
645,149.13
646,138.01
647,136.72
648,133.03
649,132.92
650,134.22
651,129.29
652,125.42
653,126.25
654,120.17
655,120.6
656,108
657,110.28
658,108.65
659,106.34
660,103.85
661,104.23
662,106.6
663,100.66
664,99.29
665,98.64
666,94.02
667,91.38
668,91.05
669,89.12
670,94.35
671,84.63
672,94.32
673,96.3
674,93.15
675,93.8
676,88.08
677,89.8
678,90.33
679,95.67
680,88.37
681,73.01
682,77.99
683,74.49
684,77.88
685,78.3
686,73.06
687,73.15
688,73.56
689,68.39
690,60.28
691,65.65
692,63.66
693,65.57
694,71.25
695,68.68
696,71.59
697,63.88
698,66.41
699,60.75
700,65.35
701,67.44
702,64.63
703,64.96
704,61
705,62.33
706,59.94
707,51.36
708,60.02
709,64.54
710,64.57
711,62.86
712,71.49
713,53.74
714,57.31
715,53.08
716,59.88
717,60.57
718,59.44
719,53.86
720,59.41
721,61.76
722,55.67
723,54.82
724,58.01
725,56.6
726,57.66
727,61.73
728,53.74
729,51.73
